"2010-12","3"
"2011-01","3"
"2011-02","4"
"2011-03","3"
"2011-04","3"
"2011-05","5"
"2011-06","4"
"2011-07","3"
"2011-08","4"
"2011-09","4"
"2011-10","3"
"2011-11","1"
"2011-12","4"
"2012-01","3"
"2012-02","2"
"2012-03","2"
"2012-04","1"
"2012-05","2"
"2012-06","1"
"2012-07","1"
"2012-08","2"
"2012-09","1"
"2012-10","3"
"2012-11","4"
"2012-12","2"
"2013-01","3"
"2013-02","1"
"2013-03","1"
"2013-04","3"
"2013-05","1"
"2013-06","5"
"2013-07","2"
"2013-08","1"
"2013-09","3"
"2013-10","1"
"2013-11","4"
"2013-12","4"
"2014-01","1"
"2014-02","2"
"2014-03","3"
"2014-04","2"
"2014-05","1"
"2014-06","1"
"2014-07","6"
"2014-08","2"
"2014-09","2"
"2014-10","3"
"2014-11","2"
"2016-04","1"
"2016-05","2"
"2016-06","3"
"2016-07","1"
"2016-08","1"
"2016-09","4"
"2016-10","3"
"2016-11","5"
"2016-12","1"
"2017-01","2"
"2017-02","3"
"2017-03","3"
"2017-04","2"
"2017-05","6"
"2017-06","2"
"2017-07","3"
"2017-08","1"
"2019-04","3"
"2019-05","2"
"2019-06","4"
"2019-07","3"
"2019-08","5"
"2019-09","2"
"2019-10","2"
"2019-11","5"
"2019-12","2"
"2020-01","4"
"2020-02","1"
"2020-03","2"
"2020-04","4"
"2020-05","2"
"2020-06","2"
"2020-07","2"
"2020-08","3"
"2020-09","1"
"2020-10","2"
"2020-11","1"
"2020-12","2"
"2021-01","2"
"2021-02","3"
"2021-03","5"
"2021-04","3"
"2021-05","1"
"2021-06","3"
"2021-07","2"
"2021-08","6"
"2021-09","3"
"2021-10","2"
"2021-11","2"
"2021-12","2"
"2022-01","4"
"2022-02","3"
"2022-03","1"
"2022-04","2"
"2022-05","1"
"2022-06","2"
"2022-07","1"
"2022-08","3"
"2022-09","4"
"2022-10","3"
"2022-11","1"
"2022-12","6"
"2023-01","2"
"2023-02","1"
"2023-03","1"
"2023-04","2"
"2023-05","5"
"2023-06","2"
"2023-07","1"
"2023-08","1"
"2023-09","1"
"2023-10","3"
"2023-11","3"
"2023-12","2"
"2024-01","3"
"2024-02","5"
"2024-03","4"
"2024-04","6"
"2024-05","3"
"2024-06","12"
"2024-07","4"
"2024-08","2"
"2024-09","3"
"2024-10","3"
"2024-11","4"
"2024-12","2"
"2025-01","1"
"2025-02","1"
"2025-03","5"
"2025-04","7"
"2025-05","1"
"2025-06","3"
"2025-07","2"
"2025-08","2"
"2025-11","1"
"2025-12","1"
"2026-06","1"
"2026-07","1"
"2026-08","1"
"2026-09","1"
"2028-04","1"
"2028-05","2"
"2028-06","2"
"2028-07","2"
"2028-08","1"
"2028-09","2"
"2028-10","1"
"2028-11","3"
"2028-12","4"
"2029-01","5"
"2029-02","2"
"2029-03","2"
"2029-04","1"
"2029-05","2"
"2029-06","4"
"2029-07","2"
"2029-08","1"
"2029-12","1"
"2030-01","2"
"2030-02","4"
"2030-03","1"
"2030-04","2"
"2030-05","1"
"2030-06","4"
"2030-07","1"
"2030-08","2"
"2030-09","2"
"2030-10","1"
"2030-11","3"
"2030-12","2"
"2031-01","1"
"2031-02","2"
"2031-03","2"
"2031-04","5"
"2031-05","2"
"2031-06","1"
"2031-07","4"
"2031-08","2"
"2031-09","2"
"2031-10","2"
"2031-11","2"
"2031-12","2"
"2032-01","1"
"2032-02","4"
"2032-03","2"
"2032-04","2"
"2032-05","1"
"2032-06","3"
"2032-07","2"
"2032-08","1"
"2032-09","3"
"2032-10","2"
"2032-11","2"
"2032-12","3"
"2033-01","1"
"2033-02","1"
"2033-03","1"
"2033-04","3"
"2033-05","2"
"2033-06","2"
"2033-07","2"
"2033-08","1"
"2033-09","4"
"2033-10","1"
"2033-11","1"
"2033-12","1"
"2034-01","2"
"2034-02","2"
"2034-03","1"
"2034-04","2"
"2034-05","1"
"2034-06","3"
"2034-07","2"
"2034-08","2"
"2034-09","2"
"2034-10","1"
"2034-11","1"
"2034-12","2"
"2035-01","1"
"2035-02","2"
"2035-03","1"
"2035-04","2"
"2035-05","2"
"2035-06","4"
"2035-07","2"
"2035-08","4"
"2035-09","2"
"2035-10","2"
"2035-11","2"
"2035-12","1"
"2036-01","3"
"2036-02","2"
"2036-03","1"
"2036-04","1"
"2036-05","3"
"2036-06","1"
"2036-07","2"
"2036-08","1"
"2036-09","1"
"2036-10","2"
"2036-11","3"
"2036-12","2"
"2037-01","3"
"2037-02","2"
"2037-03","1"
"2037-04","2"
"2037-05","2"
"2037-06","3"
"2037-07","2"
"2037-08","4"
"2037-09","3"
"2037-10","1"
"2037-11","1"
"2037-12","3"
"2038-01","3"
"2038-02","1"
"2038-03","1"
"2038-04","1"
"2038-05","1"
"2038-06","1"
"2038-07","2"
"2038-08","1"
"2038-09","3"
"2038-10","4"
"2038-11","4"
"2040-07","2"
"2040-08","1"
"2042-03","2"
"2042-04","4"
"2042-05","5"
"2042-07","1"
"2042-08","1"
"2042-09","3"
"2042-10","4"
"2042-11","1"
"2042-12","2"
"2043-01","1"
"2043-02","3"
"2043-03","6"
"2043-04","3"
"2043-05","2"
"2043-06","2"
"2043-07","3"
"2043-08","2"
"2043-09","1"
"2043-10","4"
"2043-11","1"
"2043-12","2"
"2044-01","3"
"2044-02","2"
"2044-03","1"
"2044-04","2"
"2044-05","2"
"2044-06","2"
"2044-07","1"
"2044-08","1"
"2044-09","2"
"2044-10","1"
"2044-11","3"
"2044-12","2"
"2045-01","4"
"2045-02","1"
"2045-03","2"
"2045-04","5"
"2045-05","3"
"2045-06","3"
"2045-07","1"
"2045-08","3"
"2045-09","1"
"2045-10","2"
"2045-11","2"
"2045-12","2"
"2046-01","3"
"2046-02","1"
"2046-03","2"
"2046-04","1"
"2046-05","3"
"2046-06","1"
"2046-07","3"
"2046-08","7"
"2046-09","1"
"2046-10","3"
"2046-11","2"
"2046-12","2"
"2047-01","2"
"2047-02","3"
"2047-03","4"
"2049-02","2"
"2049-03","2"
"2049-04","4"
"2049-05","3"
"2049-06","3"
"2049-07","5"
"2049-08","2"
"2049-09","2"
"2049-10","2"
"2049-11","3"
"2049-12","7"
"2050-01","2"
"2050-02","4"
"2050-04","1"
"2050-05","2"
"2050-06","4"
"2050-07","2"
"2050-08","5"
"2050-09","3"
"2050-10","2"
"2050-11","2"
"2050-12","1"
"2051-01","2"
"2051-02","1"
"2051-03","4"
"2051-04","2"
"2051-05","5"
"2051-06","3"
"2051-07","2"
"2051-08","2"
"2051-09","1"
"2051-10","3"
"2051-11","2"
"2051-12","3"
"2052-01","2"
"2052-02","3"
"2055-05","1"
"2055-06","1"
"2055-07","1"
"2055-08","3"
"2055-09","2"
"2055-10","1"
"2055-11","3"
"2055-12","3"
"2057-06","5"
"2057-07","3"
"2057-08","4"
"2057-09","3"
"2057-10","5"
"2057-11","3"
"2057-12","3"
"2058-01","2"
"2058-02","2"
"2058-03","2"
"2058-04","5"
"2058-05","2"
"2058-06","3"
"2058-07","5"
"2058-08","3"
"2058-09","3"
"2058-10","2"
"2058-11","1"
"2058-12","5"
"2059-01","1"
"2059-02","4"
"2059-03","1"
"2059-04","1"
"2059-05","2"
"2059-06","1"
"2059-07","3"
"2059-08","2"
"2059-09","2"
"2059-10","1"
"2059-11","1"
"2059-12","1"
"2060-01","1"
"2060-02","3"
"2060-03","3"
"2060-04","2"
"2060-05","1"
"2060-06","2"
"2060-07","6"
"2060-08","3"
"2060-09","4"
"2060-10","3"
"2060-11","8"
"2060-12","4"
"2061-01","1"
"2061-02","4"
"2061-03","1"
"2062-11","2"
"2062-12","2"
"2063-01","3"
"2063-02","3"
"2063-03","8"
"2063-04","3"
"2063-05","4"
"2063-06","1"
"2063-07","6"
"2063-08","3"
"2063-09","1"
"2063-10","1"
"2063-11","3"
"2063-12","1"
"2064-01","4"
"2064-02","2"
"2064-03","6"
"2064-04","2"
"2064-05","2"
"2064-06","1"
"2064-07","2"
"2064-08","2"
"2064-09","3"
"2064-10","5"
"2064-11","4"
"2064-12","2"
"2065-01","2"
"2065-02","5"
"2065-03","4"
"2065-04","4"
"2065-05","3"
"2065-06","2"
"2065-07","2"
"2065-08","6"
"2065-09","3"
"2065-10","5"
"2065-11","1"
"2065-12","2"
"2066-01","3"
"2066-02","2"
"2066-03","3"
"2066-04","2"
"2066-05","2"
"2066-06","1"
"2066-07","2"
"2066-08","1"
"2066-09","1"
"2066-10","3"
"2066-11","3"
"2066-12","2"
"2067-01","3"
"2067-02","4"
"2067-03","2"
"2067-04","4"
"2067-05","2"
"2067-06","1"
"2067-07","2"
"2069-05","4"
"2069-06","1"
"2069-07","2"
"2069-08","3"
"2069-09","7"
"2069-10","5"
"2069-11","1"
"2069-12","3"
"2070-01","2"
"2070-02","8"
"2070-03","2"
"2070-04","5"
"2070-05","5"
"2070-06","9"
"2070-07","2"
"2070-08","2"
"2070-09","2"
"2071-04","1"
"2071-05","1"
"2071-09","1"
"2071-10","2"
"2071-11","1"
"2071-12","3"
"2072-01","1"
"2072-02","4"
"2072-03","2"
"2072-04","2"
"2072-05","3"
"2072-06","1"
"2072-07","2"
"2072-08","2"
"2072-09","2"
"2072-10","1"
"2074-03","2"
"2074-04","4"
"2074-05","2"
"2074-06","3"
"2074-07","4"
"2074-08","3"
"2074-09","3"
"2074-10","1"
"2074-11","1"
"2074-12","2"
"2075-01","2"
"2075-02","2"
"2075-03","2"
"2075-04","4"
"2075-05","1"
"2075-06","2"
"2075-07","2"
"2075-08","2"
"2075-09","2"
"2075-10","1"
"2075-11","2"
"2075-12","5"
"2076-01","1"
"2076-02","2"
"2076-03","3"
"2076-04","1"
"2076-05","3"
"2076-06","3"
"2076-07","4"
"2076-08","2"
"2076-09","4"
"2076-10","2"
"2076-11","2"
"2076-12","1"
"2077-01","1"
"2077-02","1"
"2077-03","4"
"2077-04","1"
"2077-05","1"
"2077-06","1"
"2079-02","1"
"2079-03","1"
"2079-07","1"
"2079-08","1"
"2079-09","2"
"2079-10","1"
"2079-11","3"
"2079-12","3"
"2080-01","4"
"2080-02","2"
"2080-03","3"
"2080-04","2"
"2080-05","1"
"2080-06","1"
"2080-07","2"
"2080-08","2"
"2080-09","1"
"2080-10","2"
"2080-11","4"
"2080-12","1"
"2081-01","5"
"2081-02","2"
"2081-03","1"
"2081-04","2"
"2081-05","2"
"2081-06","1"
"2081-07","2"
"2081-08","4"
"2081-09","1"
"2081-10","2"
"2081-11","3"
"2081-12","2"
"2082-01","2"
"2082-02","1"
"2082-03","2"
"2082-04","5"
"2082-05","2"
"2082-06","1"
"2082-07","6"
"2082-08","1"
"2082-09","2"
"2082-10","1"
"2082-11","1"
"2082-12","1"
"2083-01","2"
"2083-02","2"
"2083-03","2"
"2083-04","3"
"2083-05","2"
"2083-06","1"
"2083-07","4"
"2083-08","1"
"2083-09","2"
"2083-10","1"
"2083-11","1"
"2083-12","1"
"2084-01","2"
"2084-02","3"
"2084-03","2"
"2085-07","1"
"2085-08","4"
"2085-09","4"
"2085-10","2"
"2085-11","5"
"2085-12","4"
"2086-01","1"
"2087-05","1"
"2087-06","3"
"2087-07","5"
"2087-08","2"
"2087-09","1"
"2087-10","2"
"2087-11","1"
"2087-12","3"
"2088-01","2"
"2088-02","1"
"2088-03","3"
"2088-04","2"
"2088-05","1"
"2088-06","1"
"2088-07","2"
"2088-08","1"
"2088-09","2"
"2088-10","2"
"2088-11","1"
"2088-12","3"
"2089-01","2"
"2089-02","3"
"2089-03","5"
"2089-04","2"
"2089-05","1"
"2089-06","2"
"2089-07","2"
"2089-08","4"
"2089-09","2"
"2089-10","2"
"2089-11","2"
"2089-12","2"
"2090-01","2"
"2090-02","2"
"2090-03","5"
"2090-04","2"
"2090-05","6"
"2090-06","13"
"2090-07","5"
"2090-08","2"
"2090-09","2"
"2090-10","1"
"2090-11","6"
"2090-12","2"
"2091-01","7"
"2091-02","3"
"2091-03","1"
"2091-04","10"
"2091-05","1"
"2091-06","4"
"2091-07","3"
"2091-08","1"
"2091-09","4"
"2091-10","6"
"2091-11","2"
"2091-12","3"
"2092-01","2"
"2092-02","2"
"2092-03","3"
"2092-04","4"
"2092-05","1"
"2092-06","1"
"2092-07","2"
"2092-08","1"
"2092-09","1"
"2092-10","4"
"2092-11","4"
"2092-12","2"
"2093-01","1"
"2093-02","3"
"2093-03","3"
"2093-04","4"
"2093-05","1"
"2093-06","1"
"2093-07","4"
"2093-08","2"
"2093-09","1"
"2093-10","2"
"2093-11","2"
"2093-12","4"
"2094-01","3"
"2094-02","2"
"2094-03","4"
"2094-04","1"
"2094-05","1"
"2094-06","2"
"2094-07","6"
"2094-08","3"
"2095-01","2"
"2095-02","1"
"2095-09","2"
"2095-10","3"
"2095-11","3"
"2095-12","3"
"2096-01","2"
"2096-02","4"
"2096-03","3"
"2096-04","3"
"2096-05","4"
"2096-06","5"
"2096-07","1"
"2096-08","1"
"2096-09","3"
"2096-10","4"
"2096-11","2"
"2096-12","2"
"2097-01","4"
"2097-02","1"
"2097-03","2"
"2097-04","4"
"2097-05","4"
"2097-06","2"
"2097-07","4"
"2097-08","5"
"2097-09","3"
"2097-10","2"
"2097-11","1"
"2097-12","4"
"2098-01","3"
"2098-02","2"
"2098-03","2"
"2098-04","2"
"2098-05","5"
"2098-06","5"
"2098-07","2"
"2098-08","1"
"2098-09","3"
"2098-10","2"
"2098-11","3"
"2098-12","1"
"2099-01","2"
"2099-02","4"
"2099-03","2"
"2099-04","1"
"2099-05","3"
"2099-06","1"
"2099-07","9"
"2099-08","8"
"2099-09","1"
"2099-10","5"
"2099-11","4"
"2099-12","4"
"2100-01","2"
"2100-02","6"
"2100-03","3"
"2100-04","3"
"2100-05","4"
"2100-06","4"
"2100-07","4"
"2100-08","3"
"2100-09","4"
"2100-10","2"
"2100-11","4"
"2100-12","1"
"2101-01","3"
"2101-02","2"
"2101-03","4"
"2101-04","1"
"2101-05","3"
