"2010-12","778.75"
"2011-01","1029.98"
"2011-02","1099.40"
"2011-03","651.80"
"2011-04","476.46"
"2011-05","3905.52"
"2011-06","1141.39"
"2011-07","1678.96"
"2011-08","1655.40"
"2011-09","1057.52"
"2011-10","404.45"
"2011-11","123.13"
"2011-12","873.85"
"2012-01","812.16"
"2012-02","513.84"
"2012-03","494.25"
"2012-04","124.03"
"2012-05","117.05"
"2012-06","167.71"
"2012-07","233.50"
"2012-08","186.70"
"2012-09","196.90"
"2012-10","529.84"
"2012-11","1283.83"
"2012-12","625.93"
"2013-01","438.46"
"2013-02","75.95"
"2013-03","83.63"
"2013-04","2566.89"
"2013-05","147.89"
"2013-06","611.51"
"2013-07","305.68"
"2013-08","122.37"
"2013-09","103.09"
"2013-10","118.56"
"2013-11","331.69"
"2013-12","667.01"
"2014-01","140.39"
"2014-02","260.05"
"2014-03","302.34"
"2014-04","1302.47"
"2014-05","504.16"
"2014-06","982.86"
"2014-07","839.85"
"2014-08","402.10"
"2014-09","479.95"
"2014-10","860.88"
"2014-11","635.94"
"2014-12","188.97"
"2015-01","458.48"
"2015-02","228.42"
"2015-03","714.49"
"2015-04","230.26"
"2015-05","269.14"
"2015-06","331.32"
"2015-07","374.43"
"2015-08","203.07"
"2015-09","246.83"
"2015-10","228.65"
"2015-11","675.76"
"2015-12","244.48"
"2016-01","200.14"
"2016-02","256.78"
"2016-03","391.47"
"2016-04","147.91"
"2016-05","-2.96"
"2016-06","178.89"
"2016-07","153.13"
"2016-08","365.90"
"2016-09","1225.15"
"2016-10","590.69"
"2016-11","579.41"
"2016-12","123.40"
"2017-01","237.83"
"2017-02","689.66"
"2017-03","2794.30"
"2017-04","2934.98"
"2017-05","2386.42"
"2017-06","480.98"
"2017-07","330.88"
"2017-08","172.67"
"2017-09","135.37"
"2017-10","458.45"
"2017-11","527.72"
"2017-12","218.32"
"2018-01","197.60"
"2018-02","367.63"
"2018-03","400.67"
"2018-04","213.01"
"2018-05","977.13"
"2018-06","148.30"
"2018-07","272.35"
"2018-08","322.22"
"2018-09","394.81"
"2018-10","424.12"
"2018-11","255.04"
"2018-12","189.64"
"2019-01","268.15"
"2019-02","226.12"
"2019-03","759.93"
"2019-04","652.60"
"2019-05","133.23"
"2019-06","768.69"
"2019-07","547.39"
"2019-08","477.67"
"2019-09","503.45"
"2019-10","391.19"
"2019-11","1801.62"
"2019-12","1050.12"
"2020-01","587.13"
"2020-02","492.04"
"2020-03","780.96"
"2020-04","478.66"
"2020-05","474.31"
"2020-06","372.30"
"2020-07","645.16"
"2020-08","325.43"
"2020-09","112.03"
"2020-10","359.40"
"2020-11","520.95"
"2020-12","493.03"
"2021-01","168.35"
"2021-02","758.05"
"2021-03","724.79"
"2021-04","384.95"
"2021-05","565.64"
"2021-06","609.68"
"2021-07","447.79"
"2021-08","1446.26"
"2021-09","440.32"
"2021-10","163.36"
"2021-11","141.61"
"2021-12","391.17"
"2022-01","800.25"
"2022-02","330.60"
"2022-03","159.85"
"2022-04","234.70"
"2022-05","655.90"
"2022-06","136.84"
"2022-07","147.20"
"2022-08","-117.15"
"2022-09","441.10"
"2022-10","731.70"
"2022-11","628.68"
"2022-12","517.08"
"2023-01","1126.50"
"2023-02","3282.80"
"2023-03","3014.34"
"2023-04","2858.30"
"2023-05","1177.67"
"2023-06","106.83"
"2023-07","103.69"
"2023-08","74.28"
"2023-09","135.82"
